"age","marital-status","relationship","race","sex","native-country"
31,"Never-married","Not-in-family","White","Female","United-States"
42,"Married-spouse-absent","Not-in-family","White","Male","Mexico"
48,"Married-civ-spouse","Husband","White","Male","United-States"
56,"Separated","Unmarried","Black","Female","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
17,"Never-married","Own-child","White","Male","United-States"
21,"Never-married","Other-relative","Black","Male","United-States"
50,"Divorced","Not-in-family","White","Female","United-States"
49,"Divorced","Not-in-family","White","Female","United-States"
34,"Married-civ-spouse","Wife","White","Female","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
62,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Not-in-family","White","Male","United-States"
24,"Never-married","Not-in-family","Black","Female","United-States"
31,"Married-civ-spouse","Wife","White","Female","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
58,"Married-civ-spouse","Other-relative","White","Female","Poland"
39,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Not-in-family","White","Male","United-States"
39,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Own-child","White","Female","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Never-married","Unmarried","White","Female","United-States"
43,"Divorced","Own-child","White","Female","Cuba"
22,"Never-married","Own-child","White","Male","United-States"
25,"Never-married","Own-child","White","Female","United-States"
69,"Married-civ-spouse","Husband","White","Male","United-States"
17,"Never-married","Own-child","White","Female","United-States"
54,"Widowed","Unmarried","White","Female","United-States"
28,"Married-civ-spouse","Other-relative","Other","Male","Ecuador"
27,"Never-married","Own-child","White","Female","United-States"
35,"Divorced","Unmarried","White","Male","United-States"
38,"Married-civ-spouse","Wife","White","Female","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Own-child","White","Male","United-States"
56,"Married-civ-spouse","Wife","White","Female","Canada"
38,"Married-civ-spouse","Husband","Amer-Indian-Eskimo","Male","United-States"
51,"Married-civ-spouse","Wife","White","Female","Canada"
26,"Never-married","Not-in-family","White","Female","Hungary"
33,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Divorced","Not-in-family","White","Female","United-States"
42,"Divorced","Unmarried","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Own-child","White","Female","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","Canada"
62,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Separated","Not-in-family","White","Male","Germany"
38,"Married-civ-spouse","Husband","White","Male","United-States"
60,"Separated","Not-in-family","Amer-Indian-Eskimo","Female","United-States"
24,"Never-married","Unmarried","White","Male","Mexico"
22,"Never-married","Own-child","White","Male","United-States"
22,"Never-married","Not-in-family","White","Male","Mexico"
51,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Never-married","Own-child","White","Female","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
66,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Separated","Not-in-family","Black","Female","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Not-in-family","White","Male","United-States"
67,"Widowed","Unmarried","White","Male","United-States"
19,"Never-married","Own-child","White","Female","United-States"
37,"Never-married","Not-in-family","White","Female","United-States"
42,"Married-civ-spouse","Husband","White","Male","Italy"
39,"Married-civ-spouse","Husband","Black","Male","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Never-married","Unmarried","Black","Female","United-States"
69,"Widowed","Not-in-family","White","Female","United-States"
21,"Never-married","Own-child","White","Male","United-States"
27,"Never-married","Other-relative","Black","Male","United-States"
39,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Divorced","Not-in-family","Black","Male","United-States"
26,"Divorced","Unmarried","White","Female","United-States"
42,"Married-spouse-absent","Unmarried","Amer-Indian-Eskimo","Female","United-States"
36,"Divorced","Unmarried","White","Male","United-States"
24,"Never-married","Unmarried","White","Male","Mexico"
35,"Married-civ-spouse","Husband","White","Male","Mexico"
42,"Divorced","Unmarried","Black","Female","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Never-married","Unmarried","Black","Female","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
18,"Never-married","Own-child","White","Female","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Married-civ-spouse","Husband","White","Male","United-States"
67,"Widowed","Not-in-family","White","Female","Ecuador"
37,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Own-child","Amer-Indian-Eskimo","Male","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Never-married","Unmarried","White","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Separated","Not-in-family","White","Male","United-States"
23,"Separated","Other-relative","White","Female","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
60,"Divorced","Not-in-family","White","Female","United-States"
38,"Never-married","Not-in-family","White","Female","United-States"
21,"Never-married","Not-in-family","White","Male","United-States"
18,"Never-married","Own-child","White","Female","United-States"
49,"Divorced","Not-in-family","Black","Female","United-States"
43,"Divorced","Unmarried","White","Female","Mexico"
36,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Wife","White","Female","United-States"
38,"Divorced","Other-relative","White","Female","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
58,"Divorced","Unmarried","White","Female","United-States"
55,"Divorced","Not-in-family","White","Female","United-States"
39,"Divorced","Unmarried","Black","Female","Jamaica"
38,"Divorced","Not-in-family","White","Female","United-States"
54,"Widowed","Not-in-family","White","Male","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","Taiwan"
36,"Married-civ-spouse","Husband","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Never-married","Own-child","Black","Female","United-States"
25,"Never-married","Not-in-family","White","Female","Italy"
54,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Not-in-family","White","Female","United-States"
37,"Never-married","Not-in-family","White","Male","United-States"
60,"Married-civ-spouse","Husband","Black","Male","United-States"
66,"Widowed","Not-in-family","White","Female","United-States"
36,"Married-civ-spouse","Husband","Black","Male","United-States"
29,"Married-spouse-absent","Other-relative","Asian-Pac-Islander","Male","India"
29,"Never-married","Own-child","Asian-Pac-Islander","Female","Taiwan"
25,"Divorced","Not-in-family","White","Female","United-States"
23,"Never-married","Own-child","White","Male","United-States"
38,"Never-married","Own-child","Black","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Never-married","Not-in-family","White","Female","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Not-in-family","White","Female","United-States"
40,"Separated","Other-relative","White","Female","United-States"
39,"Never-married","Other-relative","Amer-Indian-Eskimo","Male","United-States"
39,"Divorced","Unmarried","Black","Female","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Husband","Other","Male","Mexico"
27,"Never-married","Not-in-family","Black","Female","United-States"
36,"Married-civ-spouse","Husband","White","Male","Iran"
40,"Divorced","Not-in-family","White","Female","England"
57,"Married-civ-spouse","Husband","White","Male","Mexico"
24,"Never-married","Not-in-family","White","Female","United-States"
30,"Never-married","Not-in-family","White","Male","United-States"
28,"Never-married","Not-in-family","White","Male","United-States"
22,"Never-married","Not-in-family","White","Male","United-States"
31,"Never-married","Own-child","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Other-relative","White","Male","United-States"
25,"Married-civ-spouse","Husband","Other","Male","Mexico"
49,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Own-child","White","Female","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Married-spouse-absent","Not-in-family","White","Female","Mexico"
23,"Never-married","Not-in-family","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Divorced","Not-in-family","White","Male","United-States"
